   1.0000000e+00   1.0000000e+00   1.5691330e+01   2.9220085e-01   4.4917653e+00   5.0439890e+00
   1.0000000e+00   2.0000000e+00   8.0105135e+00   9.3922921e-02   5.5221820e-01   7.6236236e-02
   1.0000000e+00   3.0000000e+00   2.3585443e+00   1.8696812e+00  -1.3858873e+00   4.8017088e-01
   1.0000000e+00   4.0000000e+00  -7.2022567e+00   2.6189222e+00  -5.7916672e+00   8.3858524e+00
   1.0000000e+00   5.0000000e+00   1.8427762e+00   4.0923356e+00  -5.3244410e-01   7.0874179e-02
   1.0000000e+00   6.0000000e+00  -1.3515627e+00   4.9791593e+00  -1.6862017e+00   7.1081904e-01
   1.0000000e+00   7.0000000e+00   6.8050286e+00   2.2366376e+00   1.0208331e+00   2.6052505e-01
   1.0000000e+00   8.0000000e+00   6.0381976e+00   1.1321840e+00   8.5190773e-02   1.8143669e-03
   1.0000000e+00   9.0000000e+00   4.4970213e+00  -1.5543704e+00  -2.0286745e+00   1.0288801e+00
   1.0000000e+00   1.0000000e+01   7.5602124e+00   5.0219609e+00   2.7910866e+00   1.9475412e+00
   2.0000000e+00   1.0000000e+00   2.2815886e+01  -3.6473481e-01   7.7255755e+00   1.4921129e+01
   2.0000000e+00   2.0000000e+00   1.8526459e+01  -1.2560609e+00   5.1351989e+00   6.5925671e+00
   2.0000000e+00   3.0000000e+00  -5.6134542e-01  -1.6644889e+00  -4.6129172e+00   5.3197512e+00
   2.0000000e+00   4.0000000e+00  -1.1267582e+01  -2.3583989e-01  -9.2517108e+00   2.1398538e+01
   2.0000000e+00   5.0000000e+00   5.4325007e-01   2.5480830e+00  -1.9543335e+00   9.5485484e-01
   2.0000000e+00   6.0000000e+00   5.7870093e+00   6.0094796e+00   2.3982445e+00   1.4378941e+00
   2.0000000e+00   7.0000000e+00   1.1987044e+01   5.3417934e+00   5.1644186e+00   6.6678049e+00
   2.0000000e+00   8.0000000e+00   8.6489109e+00   3.7091326e+00   2.6790218e+00   1.7942894e+00
   2.0000000e+00   9.0000000e+00   8.6563884e+00  -1.1644249e+00   2.4598177e-01   1.5126758e-02
   2.0000000e+00   1.0000000e+01   7.5178553e+00  -9.4430137e-04   2.5845552e-01   1.6699814e-02
   3.0000000e+00   1.0000000e+00   2.3416364e+01  -4.8007312e+00   5.8078167e+00   8.4326836e+00
   3.0000000e+00   2.0000000e+00   2.4473574e+01  -2.5376265e+00   7.4679735e+00   1.3942657e+01
   3.0000000e+00   3.0000000e+00  -1.7223954e+00  -4.5440392e+00  -6.6332173e+00   1.0999893e+01
   3.0000000e+00   4.0000000e+00  -1.8170854e+01  -2.6580397e+00  -1.3914447e+01   4.8402956e+01
   3.0000000e+00   5.0000000e+00  -9.6819306e+00  -1.1771722e+00  -8.9295514e+00   1.9934222e+01
   3.0000000e+00   6.0000000e+00   5.4849147e+00   4.0979398e+00   1.2914273e+00   4.1694610e-01
   3.0000000e+00   7.0000000e+00   1.5263674e+01   5.4132514e+00   6.8384625e+00   1.1691142e+01
   3.0000000e+00   8.0000000e+00   8.9259454e+00   5.8589401e+00   3.8924428e+00   3.7877777e+00
   3.0000000e+00   9.0000000e+00   6.4612781e+00  -1.4967360e+00  -1.0177289e+00   2.5894305e-01
   3.0000000e+00   1.0000000e+01  -8.6717162e-01  -3.5360383e+00  -5.7016050e+00   8.1270748e+00
   4.0000000e+00   1.0000000e+00   1.0251446e+01  -2.3149390e+00   4.6825327e-01   5.4815280e-02
   4.0000000e+00   2.0000000e+00   2.5122212e+01   1.7673240e+00   9.9447680e+00   2.4724603e+01
   4.0000000e+00   3.0000000e+00   8.5898618e+00  -1.4914309e+00   4.9215464e-02   6.0554047e-04
   4.0000000e+00   4.0000000e+00  -2.8615834e+00  -2.5127099e+00  -6.1871466e+00   9.5701959e+00
   4.0000000e+00   5.0000000e+00  -2.7194976e+00  -1.6152188e+00  -5.6673582e+00   8.0297372e+00
   4.0000000e+00   6.0000000e+00   8.1471903e+00   3.3578607e+00   2.2525255e+00   1.2684678e+00
   4.0000000e+00   7.0000000e+00   1.1343365e+01   7.0638524e+00   5.7036087e+00   8.1327882e+00
   4.0000000e+00   8.0000000e+00   5.0163410e+00   6.0575384e+00   2.0369397e+00   1.0372809e+00
   4.0000000e+00   9.0000000e+00  -4.8536970e-01  -3.5395954e+00  -5.5124826e+00   7.5968660e+00
   4.0000000e+00   1.0000000e+01   3.0884939e+00  -4.9681810e+00  -4.4398435e+00   4.9280527e+00
   5.0000000e+00   1.0000000e+00   2.8555084e+00  -1.5066833e+00  -2.8255875e+00   1.9959861e+00
   5.0000000e+00   2.0000000e+00   1.1790070e+01   6.2310246e+00   5.5105472e+00   7.5915326e+00
